x0,x1,x2,y
8,13,22,189
8,14,22,190
8,15,22,191
8,16,22,192
8,17,22,193
8,18,22,194
8,19,22,195
8,20,22,196
8,21,22,197
9,0,22,198
9,1,22,199
9,2,22,200
9,3,22,201
9,4,22,202
9,5,22,203
9,6,22,204
9,7,22,205
9,8,22,206
9,9,22,207
9,10,22,208
9,11,22,209
9,12,22,210
9,13,22,211
9,14,22,212
9,15,22,213
9,16,22,214
9,17,22,215
9,18,22,216
9,19,22,217
9,20,22,218
9,21,22,219
10,0,22,220
10,1,22,221
10,2,22,222
10,3,22,223
10,4,22,224
10,5,22,225
10,6,22,226
10,7,22,227
10,8,22,228
10,9,22,229
10,10,22,230
10,11,22,231
10,12,22,232
10,13,22,233
10,14,22,234
10,15,22,235
10,16,22,236
10,17,22,237
10,18,22,238
10,19,22,239
10,20,22,240
10,21,22,241
11,0,22,242
11,1,22,243
11,2,22,244
11,3,22,245
11,4,22,246
11,5,22,247
11,6,22,248
11,7,22,249
11,8,22,250
11,9,22,251
11,10,22,252
11,11,22,253
11,12,22,254
11,13,22,255
11,14,22,256
11,15,22,257
11,16,22,258
11,17,22,259
11,18,22,260
11,19,22,261
11,20,22,262
11,21,22,263
12,0,22,264
12,1,22,265
12,2,22,266
12,3,22,267
12,4,22,268
12,5,22,269
12,6,22,270
12,7,22,271
12,8,22,272
12,9,22,273
12,10,22,274
12,11,22,275
12,12,22,276
12,13,22,277
12,14,22,278
12,15,22,279
12,16,22,280
12,17,22,281
12,18,22,282
12,19,22,283
12,20,22,284
12,21,22,285
13,0,22,286
13,1,22,287
13,2,22,288
13,3,22,289
13,4,22,290
13,5,22,291
13,6,22,292
13,7,22,293
13,8,22,294
13,9,22,295
13,10,22,296
13,11,22,297
13,12,22,298
13,13,22,299
13,14,22,300
13,15,22,301
13,16,22,302
13,17,22,303
13,18,22,304
13,19,22,305
13,20,22,306
13,21,22,307
14,0,22,308
14,1,22,309
14,2,22,310
14,3,22,311
14,4,22,312
14,5,22,313
14,6,22,314
14,7,22,315
14,8,22,316
14,9,22,317
14,10,22,318
14,11,22,319
14,12,22,320
14,13,22,321
14,14,22,322
14,15,22,323
14,16,22,324
14,17,22,325
14,18,22,326
14,19,22,327
14,20,22,328
14,21,22,329
15,0,22,330
15,1,22,331
15,2,22,332
15,3,22,333
15,4,22,334
15,5,22,335
15,6,22,336
15,7,22,337
15,8,22,338
15,9,22,339
15,10,22,340
15,11,22,341
15,12,22,342
15,13,22,343
15,14,22,344
15,15,22,345
15,16,22,346
15,17,22,347
15,18,22,348
15,19,22,349
15,20,22,350
15,21,22,351
16,0,22,352
16,1,22,353
16,2,22,354
16,3,22,355
16,4,22,356
16,5,22,357
16,6,22,358
16,7,22,359
16,8,22,360
16,9,22,361
16,10,22,362
16,11,22,363
16,12,22,364
16,13,22,365
16,14,22,366
16,15,22,367
16,16,22,368
16,17,22,369
16,18,22,370
16,19,22,371
16,20,22,372
16,21,22,373
17,0,22,374
17,1,22,375
17,2,22,376
17,3,22,377
17,4,22,378
17,5,22,379
17,6,22,380
17,7,22,381
17,8,22,382
17,9,22,383
17,10,22,384
17,11,22,385
17,12,22,386
17,13,22,387
17,14,22,388
17,15,22,389
17,16,22,390
17,17,22,391
17,18,22,392
17,19,22,393
17,20,22,394
17,21,22,395
18,0,22,396
18,1,22,397
18,2,22,398
18,3,22,399
18,4,22,400
18,5,22,401
18,6,22,402
18,7,22,403
18,8,22,404
18,9,22,405
18,10,22,406
18,11,22,407
18,12,22,408
18,13,22,409
18,14,22,410
18,15,22,411
18,16,22,412
18,17,22,413
18,18,22,414
18,19,22,415
18,20,22,416
18,21,22,417
19,0,22,418
19,1,22,419
19,2,22,420
19,3,22,421
19,4,22,422
19,5,22,423
19,6,22,424
19,7,22,425
19,8,22,426
19,9,22,427
19,10,22,428
19,11,22,429
19,12,22,430
19,13,22,431
19,14,22,432
19,15,22,433
19,16,22,434
19,17,22,435
19,18,22,436
19,19,22,437
19,20,22,438
19,21,22,439
20,0,22,440
20,1,22,441
20,2,22,442
20,3,22,443
20,4,22,444
20,5,22,445
20,6,22,446
20,7,22,447
20,8,22,448
20,9,22,449
20,10,22,450
20,11,22,451
20,12,22,452
20,13,22,453
20,14,22,454
20,15,22,455
20,16,22,456
20,17,22,457
20,18,22,458
20,19,22,459
20,20,22,460
20,21,22,461
21,0,22,462
21,1,22,463
21,2,22,464
21,3,22,465
21,4,22,466
21,5,22,467
21,6,22,468
21,7,22,469
21,8,22,470
21,9,22,471
21,10,22,472
21,11,22,473
21,12,22,474
21,13,22,475
21,14,22,476
21,15,22,477
21,16,22,478
21,17,22,479
21,18,22,480
21,19,22,481
21,20,22,482
21,21,22,483
0,0,23,0
0,1,23,1
0,2,23,2
0,3,23,3
0,4,23,4
0,5,23,5
0,6,23,6
0,7,23,7
0,8,23,8
0,9,23,9
0,10,23,10
0,11,23,11
0,12,23,12
0,13,23,13
0,14,23,14
0,15,23,15
0,16,23,16
0,17,23,17
0,18,23,18
0,19,23,19
0,20,23,20
0,21,23,21
0,22,23,22
1,0,23,23
1,1,23,24
1,2,23,25
1,3,23,26
1,4,23,27
1,5,23,28
1,6,23,29
1,7,23,30
1,8,23,31
1,9,23,32
1,10,23,33
1,11,23,34
1,12,23,35
1,13,23,36
1,14,23,37
1,15,23,38
1,16,23,39
1,17,23,40
1,18,23,41
1,19,23,42
1,20,23,43
1,21,23,44
1,22,23,45
2,0,23,46
2,1,23,47
2,2,23,48
2,3,23,49
2,4,23,50
2,5,23,51
2,6,23,52
2,7,23,53
2,8,23,54
2,9,23,55
2,10,23,56
2,11,23,57
2,12,23,58
2,13,23,59
2,14,23,60
2,15,23,61
2,16,23,62
2,17,23,63
2,18,23,64
2,19,23,65
2,20,23,66
2,21,23,67
2,22,23,68
3,0,23,69
3,1,23,70
3,2,23,71
3,3,23,72
3,4,23,73
3,5,23,74
3,6,23,75
3,7,23,76
3,8,23,77
3,9,23,78
3,10,23,79
3,11,23,80
3,12,23,81
3,13,23,82
3,14,23,83
3,15,23,84
3,16,23,85
3,17,23,86
3,18,23,87
3,19,23,88
3,20,23,89
3,21,23,90
3,22,23,91
4,0,23,92
4,1,23,93
4,2,23,94
4,3,23,95
4,4,23,96
4,5,23,97
4,6,23,98
4,7,23,99
4,8,23,100
4,9,23,101
4,10,23,102
4,11,23,103
4,12,23,104
4,13,23,105
4,14,23,106
4,15,23,107
4,16,23,108
4,17,23,109
4,18,23,110
4,19,23,111
4,20,23,112
4,21,23,113
4,22,23,114
5,0,23,115
5,1,23,116
5,2,23,117
5,3,23,118
5,4,23,119
5,5,23,120
5,6,23,121
5,7,23,122
5,8,23,123
5,9,23,124
5,10,23,125
5,11,23,126
5,12,23,127
5,13,23,128
5,14,23,129
5,15,23,130
5,16,23,131
5,17,23,132
5,18,23,133
5,19,23,134
5,20,23,135
5,21,23,136
5,22,23,137
6,0,23,138
6,1,23,139
6,2,23,140
6,3,23,141
6,4,23,142
6,5,23,143
6,6,23,144
6,7,23,145
6,8,23,146
6,9,23,147
6,10,23,148
6,11,23,149
6,12,23,150
6,13,23,151
6,14,23,152
6,15,23,153
6,16,23,154
6,17,23,155
6,18,23,156
6,19,23,157
6,20,23,158
6,21,23,159
6,22,23,160
7,0,23,161
7,1,23,162
7,2,23,163
7,3,23,164
7,4,23,165
7,5,23,166
7,6,23,167
7,7,23,168
7,8,23,169
7,9,23,170
7,10,23,171
7,11,23,172
7,12,23,173
7,13,23,174
7,14,23,175
7,15,23,176
7,16,23,177
7,17,23,178
7,18,23,179
7,19,23,180
7,20,23,181
7,21,23,182
7,22,23,183
8,0,23,184
8,1,23,185
8,2,23,186
8,3,23,187
8,4,23,188
8,5,23,189
8,6,23,190
8,7,23,191
8,8,23,192
8,9,23,193
8,10,23,194
8,11,23,195
8,12,23,196
8,13,23,197
8,14,23,198
8,15,23,199
8,16,23,200
8,17,23,201
8,18,23,202
8,19,23,203
8,20,23,204
8,21,23,205
8,22,23,206
9,0,23,207
9,1,23,208
9,2,23,209
9,3,23,210
9,4,23,211
9,5,23,212
9,6,23,213
9,7,23,214
9,8,23,215
9,9,23,216
9,10,23,217
9,11,23,218
9,12,23,219
9,13,23,220
9,14,23,221
9,15,23,222
9,16,23,223
9,17,23,224
9,18,23,225
9,19,23,226
9,20,23,227
9,21,23,228
9,22,23,229
10,0,23,230
10,1,23,231
10,2,23,232
10,3,23,233
10,4,23,234
10,5,23,235
10,6,23,236
10,7,23,237
10,8,23,238
10,9,23,239
10,10,23,240
10,11,23,241
10,12,23,242
10,13,23,243
10,14,23,244
10,15,23,245
10,16,23,246
10,17,23,247
10,18,23,248
10,19,23,249
10,20,23,250
10,21,23,251
10,22,23,252
11,0,23,253
11,1,23,254
11,2,23,255
11,3,23,256
11,4,23,257
11,5,23,258
11,6,23,259
11,7,23,260
11,8,23,261
11,9,23,262
11,10,23,263
11,11,23,264
11,12,23,265
11,13,23,266
11,14,23,267
11,15,23,268
11,16,23,269
11,17,23,270
11,18,23,271
11,19,23,272
11,20,23,273
11,21,23,274
11,22,23,275
12,0,23,276
12,1,23,277
12,2,23,278
12,3,23,279
12,4,23,280
12,5,23,281
12,6,23,282
12,7,23,283
12,8,23,284
12,9,23,285
12,10,23,286
12,11,23,287
12,12,23,288
12,13,23,289
12,14,23,290
12,15,23,291
12,16,23,292
12,17,23,293
12,18,23,294
12,19,23,295
12,20,23,296
12,21,23,297
12,22,23,298
13,0,23,299
13,1,23,300
13,2,23,301
13,3,23,302
13,4,23,303
13,5,23,304
13,6,23,305
13,7,23,306
13,8,23,307
13,9,23,308
13,10,23,309
13,11,23,310
13,12,23,311
13,13,23,312
13,14,23,313
13,15,23,314
13,16,23,315
13,17,23,316
13,18,23,317
13,19,23,318
13,20,23,319
13,21,23,320
13,22,23,321
14,0,23,322
14,1,23,323
14,2,23,324
14,3,23,325
14,4,23,326
14,5,23,327
14,6,23,328
14,7,23,329
14,8,23,330
14,9,23,331
14,10,23,332
14,11,23,333
14,12,23,334
14,13,23,335
14,14,23,336
14,15,23,337
14,16,23,338
14,17,23,339
14,18,23,340
14,19,23,341
14,20,23,342
14,21,23,343
14,22,23,344
15,0,23,345
15,1,23,346
15,2,23,347
15,3,23,348
15,4,23,349
15,5,23,350
15,6,23,351
15,7,23,352
15,8,23,353
15,9,23,354
15,10,23,355
15,11,23,356
15,12,23,357
15,13,23,358
15,14,23,359
15,15,23,360
15,16,23,361
15,17,23,362
15,18,23,363
15,19,23,364
15,20,23,365
15,21,23,366
15,22,23,367
16,0,23,368
16,1,23,369
16,2,23,370
16,3,23,371
16,4,23,372
16,5,23,373
16,6,23,374
16,7,23,375
16,8,23,376
16,9,23,377
16,10,23,378
16,11,23,379
16,12,23,380
16,13,23,381
16,14,23,382
16,15,23,383
16,16,23,384
16,17,23,385
16,18,23,386
16,19,23,387
16,20,23,388
16,21,23,389
16,22,23,390
17,0,23,391
17,1,23,392
17,2,23,393
17,3,23,394
17,4,23,395
17,5,23,396
17,6,23,397
17,7,23,398
17,8,23,399
17,9,23,400
17,10,23,401
17,11,23,402
17,12,23,403
17,13,23,404
17,14,23,405
17,15,23,406
17,16,23,407
17,17,23,408
17,18,23,409
17,19,23,410
17,20,23,411
17,21,23,412
17,22,23,413
18,0,23,414
18,1,23,415
18,2,23,416
18,3,23,417
18,4,23,418
18,5,23,419
18,6,23,420
18,7,23,421
18,8,23,422
18,9,23,423
18,10,23,424
18,11,23,425
18,12,23,426
18,13,23,427
18,14,23,428
18,15,23,429
18,16,23,430
18,17,23,431
18,18,23,432
18,19,23,433
18,20,23,434
18,21,23,435
18,22,23,436
19,0,23,437
19,1,23,438
19,2,23,439
19,3,23,440
19,4,23,441
19,5,23,442
19,6,23,443
19,7,23,444
19,8,23,445
19,9,23,446
19,10,23,447
19,11,23,448
19,12,23,449
19,13,23,450
19,14,23,451
19,15,23,452
19,16,23,453
19,17,23,454
19,18,23,455
19,19,23,456
19,20,23,457
19,21,23,458
19,22,23,459
20,0,23,460
20,1,23,461
20,2,23,462
20,3,23,463
20,4,23,464
20,5,23,465
20,6,23,466
20,7,23,467
20,8,23,468
20,9,23,469
20,10,23,470
20,11,23,471
20,12,23,472
20,13,23,473
20,14,23,474
20,15,23,475
20,16,23,476
20,17,23,477
20,18,23,478
20,19,23,479
20,20,23,480
20,21,23,481
20,22,23,482
21,0,23,483
21,1,23,484
21,2,23,485
21,3,23,486
21,4,23,487
21,5,23,488
21,6,23,489
21,7,23,490
21,8,23,491
21,9,23,492
21,10,23,493
21,11,23,494
21,12,23,495
21,13,23,496
21,14,23,497
21,15,23,498
21,16,23,499
21,17,23,500
21,18,23,501
21,19,23,502
21,20,23,503
21,21,23,504
21,22,23,505
22,0,23,506
22,1,23,507
22,2,23,508
22,3,23,509
22,4,23,510
22,5,23,511
22,6,23,512
22,7,23,513
22,8,23,514
22,9,23,515
22,10,23,516
22,11,23,517
22,12,23,518
22,13,23,519
22,14,23,520
22,15,23,521
22,16,23,522
22,17,23,523
22,18,23,524
22,19,23,525
22,20,23,526
22,21,23,527
22,22,23,528
0,0,24,0
0,1,24,1
0,2,24,2
0,3,24,3
0,4,24,4
0,5,24,5
0,6,24,6
0,7,24,7
0,8,24,8
0,9,24,9
0,10,24,10
0,11,24,11
0,12,24,12
0,13,24,13
0,14,24,14
0,15,24,15
0,16,24,16
0,17,24,17
0,18,24,18
0,19,24,19
0,20,24,20
0,21,24,21
0,22,24,22
0,23,24,23
1,0,24,24
1,1,24,25
1,2,24,26
1,3,24,27
1,4,24,28
1,5,24,29
1,6,24,30
1,7,24,31
1,8,24,32
1,9,24,33
1,10,24,34
1,11,24,35
1,12,24,36
1,13,24,37
1,14,24,38
1,15,24,39
1,16,24,40
1,17,24,41
1,18,24,42
1,19,24,43
1,20,24,44
1,21,24,45
1,22,24,46
1,23,24,47
2,0,24,48
2,1,24,49
2,2,24,50
2,3,24,51
2,4,24,52
2,5,24,53
2,6,24,54
2,7,24,55
2,8,24,56
2,9,24,57
2,10,24,58
2,11,24,59
2,12,24,60
2,13,24,61
2,14,24,62
2,15,24,63
2,16,24,64
2,17,24,65
2,18,24,66
2,19,24,67
2,20,24,68
2,21,24,69
2,22,24,70
2,23,24,71
3,0,24,72
3,1,24,73
3,2,24,74
3,3,24,75
3,4,24,76
3,5,24,77
3,6,24,78
3,7,24,79
3,8,24,80
3,9,24,81
3,10,24,82
3,11,24,83
3,12,24,84
3,13,24,85
3,14,24,86
3,15,24,87
3,16,24,88
3,17,24,89
3,18,24,90
3,19,24,91
3,20,24,92
3,21,24,93
3,22,24,94
3,23,24,95
4,0,24,96
4,1,24,97
4,2,24,98
4,3,24,99
4,4,24,100
4,5,24,101
4,6,24,102
4,7,24,103
4,8,24,104
4,9,24,105
4,10,24,106
4,11,24,107
4,12,24,108
4,13,24,109
4,14,24,110
4,15,24,111
4,16,24,112
4,17,24,113
4,18,24,114
4,19,24,115
4,20,24,116
4,21,24,117
4,22,24,118
4,23,24,119
5,0,24,120
5,1,24,121
5,2,24,122
5,3,24,123
5,4,24,124
5,5,24,125
5,6,24,126
5,7,24,127
5,8,24,128
5,9,24,129
5,10,24,130
5,11,24,131
5,12,24,132
5,13,24,133
5,14,24,134
5,15,24,135
5,16,24,136
5,17,24,137
5,18,24,138
5,19,24,139
5,20,24,140
5,21,24,141
5,22,24,142
5,23,24,143
6,0,24,144
6,1,24,145
6,2,24,146
6,3,24,147
6,4,24,148
6,5,24,149
6,6,24,150
6,7,24,151
6,8,24,152
6,9,24,153
6,10,24,154
6,11,24,155
6,12,24,156
6,13,24,157
6,14,24,158
6,15,24,159
6,16,24,160
6,17,24,161
6,18,24,162
6,19,24,163
6,20,24,164
6,21,24,165
6,22,24,166
6,23,24,167
7,0,24,168
7,1,24,169
7,2,24,170
7,3,24,171
7,4,24,172
7,5,24,173
7,6,24,174
7,7,24,175
7,8,24,176
7,9,24,177
7,10,24,178
7,11,24,179
7,12,24,180
7,13,24,181
7,14,24,182
7,15,24,183
7,16,24,184
7,17,24,185
7,18,24,186
7,19,24,187
7,20,24,188
7,21,24,189
7,22,24,190
7,23,24,191
8,0,24,192
8,1,24,193
8,2,24,194
8,3,24,195
8,4,24,196
8,5,24,197
8,6,24,198
8,7,24,199
8,8,24,200
8,9,24,201
8,10,24,202
8,11,24,203
8,12,24,204
8,13,24,205
8,14,24,206
8,15,24,207
8,16,24,208
8,17,24,209
8,18,24,210
8,19,24,211
8,20,24,212
8,21,24,213
8,22,24,214
8,23,24,215
9,0,24,216
9,1,24,217
9,2,24,218
9,3,24,219
9,4,24,220
9,5,24,221
9,6,24,222
9,7,24,223
9,8,24,224
9,9,24,225
9,10,24,226
9,11,24,227
9,12,24,228
9,13,24,229
9,14,24,230
9,15,24,231
9,16,24,232
9,17,24,233
9,18,24,234
9,19,24,235
9,20,24,236
9,21,24,237
9,22,24,238
9,23,24,239
10,0,24,240
10,1,24,241
10,2,24,242
10,3,24,243
10,4,24,244
10,5,24,245
10,6,24,246
10,7,24,247
10,8,24,248
10,9,24,249
10,10,24,250
10,11,24,251
10,12,24,252
10,13,24,253
10,14,24,254
10,15,24,255
10,16,24,256
10,17,24,257
10,18,24,258
10,19,24,259
10,20,24,260
10,21,24,261
10,22,24,262
10,23,24,263
11,0,24,264
11,1,24,265
11,2,24,266
11,3,24,267
11,4,24,268
11,5,24,269
11,6,24,270
11,7,24,271
11,8,24,272
11,9,24,273
11,10,24,274
11,11,24,275
11,12,24,276
11,13,24,277
11,14,24,278
11,15,24,279
11,16,24,280
11,17,24,281
11,18,24,282
11,19,24,283
11,20,24,284
11,21,24,285
11,22,24,286
11,23,24,287
12,0,24,288
12,1,24,289
12,2,24,290
12,3,24,291
12,4,24,292
12,5,24,293
12,6,24,294
12,7,24,295
12,8,24,296
12,9,24,297
12,10,24,298
12,11,24,299
12,12,24,300
12,13,24,301
12,14,24,302
12,15,24,303
12,16,24,304
12,17,24,305
12,18,24,306
12,19,24,307
12,20,24,308
12,21,24,309
12,22,24,310
12,23,24,311
13,0,24,312
13,1,24,313
13,2,24,314
13,3,24,315
13,4,24,316
13,5,24,317
13,6,24,318
13,7,24,319
13,8,24,320
13,9,24,321
13,10,24,322
13,11,24,323
13,12,24,324
13,13,24,325
13,14,24,326
13,15,24,327
13,16,24,328
13,17,24,329
13,18,24,330
13,19,24,331
13,20,24,332
13,21,24,333
13,22,24,334
13,23,24,335
14,0,24,336
14,1,24,337
14,2,24,338
14,3,24,339
14,4,24,340
14,5,24,341
14,6,24,342
14,7,24,343
14,8,24,344
14,9,24,345
14,10,24,346
14,11,24,347
14,12,24,348
14,13,24,349
14,14,24,350
14,15,24,351
14,16,24,352
14,17,24,353
14,18,24,354
14,19,24,355
14,20,24,356
14,21,24,357
14,22,24,358
14,23,24,359
15,0,24,360
15,1,24,361
15,2,24,362
15,3,24,363
15,4,24,364
15,5,24,365
15,6,24,366
15,7,24,367
15,8,24,368
15,9,24,369
15,10,24,370
15,11,24,371
15,12,24,372
15,13,24,373
15,14,24,374
15,15,24,375
15,16,24,376
15,17,24,377
15,18,24,378
15,19,24,379
15,20,24,380
15,21,24,381
15,22,24,382
15,23,24,383
16,0,24,384
16,1,24,385
16,2,24,386
16,3,24,387
16,4,24,388
16,5,24,389
16,6,24,390
16,7,24,391
16,8,24,392
16,9,24,393
16,10,24,394
16,11,24,395
16,12,24,396
16,13,24,397
16,14,24,398
16,15,24,399
16,16,24,400
16,17,24,401
16,18,24,402
16,19,24,403
16,20,24,404
16,21,24,405
16,22,24,406
16,23,24,407
17,0,24,408
17,1,24,409
17,2,24,410
17,3,24,411
17,4,24,412
17,5,24,413
17,6,24,414
17,7,24,415
17,8,24,416
17,9,24,417
17,10,24,418
17,11,24,419
17,12,24,420
17,13,24,421
17,14,24,422
17,15,24,423
17,16,24,424
17,17,24,425
17,18,24,426
17,19,24,427
17,20,24,428
17,21,24,429
17,22,24,430
17,23,24,431
18,0,24,432
18,1,24,433
18,2,24,434
18,3,24,435
18,4,24,436
18,5,24,437
18,6,24,438
18,7,24,439
18,8,24,440
18,9,24,441
18,10,24,442
18,11,24,443
18,12,24,444
18,13,24,445
18,14,24,446
18,15,24,447
18,16,24,448
18,17,24,449
18,18,24,450
18,19,24,451
18,20,24,452
18,21,24,453
18,22,24,454
18,23,24,455
19,0,24,456
19,1,24,457
19,2,24,458
19,3,24,459
19,4,24,460
19,5,24,461
19,6,24,462
19,7,24,463
19,8,24,464
19,9,24,465
19,10,24,466
19,11,24,467
19,12,24,468
19,13,24,469
19,14,24,470
19,15,24,471
19,16,24,472
19,17,24,473
19,18,24,474
19,19,24,475
19,20,24,476
19,21,24,477
19,22,24,478
19,23,24,479
20,0,24,480
20,1,24,481
20,2,24,482
20,3,24,483
20,4,24,484
20,5,24,485
20,6,24,486
20,7,24,487
20,8,24,488
20,9,24,489
20,10,24,490
20,11,24,491
20,12,24,492
20,13,24,493
20,14,24,494
20,15,24,495
20,16,24,496
20,17,24,497
20,18,24,498
20,19,24,499
20,20,24,500
20,21,24,501
20,22,24,502
20,23,24,503
21,0,24,504
21,1,24,505
21,2,24,506
21,3,24,507
21,4,24,508
21,5,24,509
21,6,24,510
21,7,24,511
21,8,24,512
21,9,24,513
21,10,24,514
21,11,24,515
21,12,24,516
21,13,24,517
21,14,24,518
21,15,24,519
21,16,24,520
21,17,24,521
21,18,24,522
21,19,24,523
21,20,24,524
21,21,24,525
21,22,24,526
21,23,24,527
22,0,24,528
22,1,24,529
22,2,24,530
22,3,24,531
22,4,24,532
22,5,24,533
22,6,24,534
22,7,24,535
22,8,24,536
22,9,24,537
22,10,24,538
22,11,24,539
22,12,24,540
22,13,24,541
22,14,24,542
22,15,24,543
22,16,24,544
22,17,24,545
22,18,24,546
22,19,24,547
22,20,24,548
22,21,24,549
22,22,24,550
22,23,24,551
23,0,24,552
23,1,24,553
23,2,24,554
23,3,24,555
23,4,24,556
23,5,24,557
23,6,24,558
23,7,24,559
23,8,24,560
23,9,24,561
23,10,24,562
23,11,24,563
23,12,24,564
23,13,24,565
23,14,24,566
23,15,24,567
23,16,24,568
23,17,24,569
23,18,24,570
23,19,24,571
23,20,24,572
23,21,24,573
23,22,24,574
23,23,24,575
0,0,25,0
0,1,25,1
0,2,25,2
0,3,25,3
0,4,25,4
0,5,25,5
0,6,25,6
0,7,25,7
0,8,25,8
0,9,25,9
0,10,25,10
0,11,25,11
0,12,25,12
0,13,25,13
0,14,25,14
0,15,25,15
0,16,25,16
0,17,25,17
0,18,25,18
0,19,25,19
0,20,25,20
0,21,25,21
0,22,25,22
0,23,25,23
0,24,25,24
1,0,25,25
1,1,25,26
1,2,25,27
1,3,25,28
1,4,25,29
1,5,25,30
1,6,25,31
1,7,25,32
1,8,25,33
1,9,25,34
1,10,25,35
1,11,25,36
1,12,25,37
1,13,25,38
1,14,25,39
1,15,25,40
1,16,25,41
1,17,25,42
1,18,25,43
1,19,25,44
1,20,25,45
1,21,25,46
1,22,25,47
1,23,25,48
1,24,25,49
2,0,25,50
2,1,25,51
2,2,25,52
2,3,25,53
2,4,25,54
2,5,25,55
2,6,25,56
2,7,25,57
2,8,25,58
2,9,25,59
2,10,25,60
2,11,25,61
2,12,25,62
2,13,25,63
2,14,25,64
2,15,25,65
2,16,25,66
2,17,25,67
2,18,25,68
2,19,25,69
2,20,25,70
2,21,25,71
2,22,25,72
2,23,25,73
2,24,25,74
3,0,25,75
3,1,25,76
3,2,25,77
3,3,25,78
3,4,25,79
3,5,25,80
3,6,25,81
3,7,25,82
3,8,25,83
3,9,25,84
3,10,25,85
3,11,25,86
3,12,25,87
3,13,25,88
3,14,25,89
3,15,25,90
3,16,25,91
3,17,25,92
3,18,25,93
3,19,25,94
3,20,25,95
3,21,25,96
3,22,25,97
3,23,25,98
3,24,25,99
4,0,25,100
4,1,25,101
4,2,25,102
4,3,25,103
4,4,25,104
4,5,25,105
4,6,25,106
4,7,25,107
4,8,25,108
4,9,25,109
4,10,25,110
4,11,25,111
4,12,25,112
4,13,25,113
4,14,25,114
4,15,25,115
4,16,25,116
4,17,25,117
4,18,25,118
4,19,25,119
4,20,25,120
4,21,25,121
4,22,25,122
4,23,25,123
4,24,25,124
5,0,25,125
5,1,25,126
5,2,25,127
5,3,25,128
5,4,25,129
5,5,25,130
5,6,25,131
5,7,25,132
5,8,25,133
5,9,25,134
5,10,25,135
5,11,25,136
5,12,25,137
5,13,25,138
5,14,25,139
5,15,25,140
5,16,25,141
5,17,25,142
5,18,25,143
5,19,25,144
5,20,25,145
5,21,25,146
5,22,25,147
5,23,25,148
5,24,25,149
6,0,25,150
6,1,25,151
6,2,25,152
6,3,25,153
6,4,25,154
6,5,25,155
6,6,25,156
6,7,25,157
6,8,25,158
6,9,25,159
6,10,25,160
6,11,25,161
6,12,25,162
6,13,25,163
6,14,25,164
6,15,25,165
6,16,25,166
6,17,25,167
6,18,25,168
6,19,25,169
6,20,25,170
6,21,25,171
6,22,25,172
6,23,25,173
6,24,25,174
7,0,25,175
7,1,25,176
7,2,25,177
7,3,25,178
7,4,25,179
7,5,25,180
7,6,25,181
7,7,25,182
7,8,25,183
7,9,25,184
7,10,25,185
7,11,25,186
7,12,25,187
7,13,25,188
7,14,25,189
7,15,25,190
7,16,25,191
7,17,25,192
7,18,25,193
7,19,25,194
7,20,25,195
7,21,25,196
7,22,25,197
7,23,25,198
7,24,25,199
8,0,25,200
8,1,25,201
8,2,25,202
8,3,25,203
8,4,25,204
8,5,25,205
8,6,25,206
8,7,25,207
8,8,25,208
8,9,25,209
8,10,25,210
8,11,25,211
8,12,25,212
8,13,25,213
8,14,25,214
8,15,25,215
8,16,25,216
8,17,25,217
8,18,25,218
8,19,25,219
8,20,25,220
8,21,25,221
8,22,25,222
8,23,25,223
8,24,25,224
9,0,25,225
9,1,25,226
9,2,25,227
9,3,25,228
9,4,25,229
9,5,25,230
9,6,25,231
9,7,25,232
9,8,25,233
9,9,25,234
9,10,25,235
9,11,25,236
9,12,25,237
9,13,25,238
9,14,25,239
9,15,25,240
9,16,25,241
9,17,25,242
9,18,25,243
9,19,25,244
9,20,25,245
9,21,25,246
9,22,25,247
9,23,25,248
9,24,25,249
10,0,25,250
10,1,25,251
10,2,25,252
10,3,25,253
10,4,25,254
10,5,25,255
10,6,25,256
10,7,25,257
10,8,25,258
10,9,25,259
10,10,25,260
10,11,25,261
10,12,25,262
10,13,25,263
10,14,25,264
10,15,25,265
10,16,25,266
10,17,25,267
10,18,25,268
10,19,25,269
10,20,25,270
10,21,25,271
10,22,25,272
10,23,25,273
10,24,25,274
11,0,25,275
11,1,25,276
11,2,25,277
11,3,25,278
11,4,25,279
11,5,25,280
11,6,25,281
11,7,25,282
11,8,25,283
11,9,25,284
11,10,25,285
11,11,25,286
11,12,25,287
11,13,25,288
11,14,25,289
11,15,25,290
11,16,25,291
11,17,25,292
11,18,25,293
11,19,25,294
11,20,25,295
11,21,25,296
11,22,25,297
11,23,25,298
11,24,25,299
12,0,25,300
12,1,25,301
12,2,25,302
12,3,25,303
12,4,25,304
12,5,25,305
12,6,25,306
12,7,25,307
12,8,25,308
12,9,25,309
12,10,25,310
12,11,25,311
12,12,25,312
12,13,25,313
12,14,25,314
12,15,25,315
12,16,25,316
12,17,25,317
12,18,25,318
12,19,25,319
12,20,25,320
12,21,25,321
12,22,25,322
12,23,25,323
12,24,25,324
13,0,25,325
13,1,25,326
13,2,25,327
13,3,25,328
13,4,25,329
13,5,25,330
13,6,25,331
13,7,25,332
13,8,25,333
13,9,25,334
13,10,25,335
13,11,25,336
13,12,25,337
13,13,25,338
13,14,25,339
13,15,25,340
13,16,25,341
13,17,25,342
13,18,25,343
13,19,25,344
13,20,25,345
13,21,25,346
13,22,25,347
